a,a,a,a
243_245386411,1509980400000000,734729236,0
243_245386411,1469631600000000,799570413,0
243_245386411,1569769200000000,1795358977,0
243_245386411,1514473200000000,579442307,0
243_245386411,1540047600000000,1722053305,0
243_245386411,1467471600000000,499052031,0
243_245386411,1561906800000000,1038651236,0
243_245386411,1545231600000000,613674694,0
243_245386411,1548601200000000,1612269828,0
243_245386411,1521298800000000,1488639087,0
243_245386411,1558796400000000,821725803,0
243_245386411,1322406000000000,266225787,0
243_245386411,1527778800000000,640093047,0
243_245386411,1561993200000000,743893925,0
243_245386411,1534604400000000,1451757974,0
243_245386411,1544713200000000,1810172725,0
243_245386411,1572274800000000,1145677323,0
243_245386411,1505746800000000,1886878309,0
243_245386411,1555167600000000,2103992142,0
243_245386411,1554130800000000,893734010,0
243_245386411,1513695600000000,2042950203,0
243_245386411,1474642800000000,105302830,0
243_245386411,1524322800000000,435460010,0
243_245386411,1565622000000000,1397904249,0
243_245386411,1469026800000000,1523631882,0
243_245386411,1574175600000000,1538891037,0
243_245386411,1570028400000000,824781215,0
243_245386411,1572015600000000,1290940607,0
243_245386411,1545145200000000,1492291772,0
243_245386411,1563980400000000,1078328607,0
243_245386411,1569596400000000,695660374,0
243_245386411,1548687600000000,980458695,0
243_245386411,1434466800000000,1762049551,0
243_245386411,1513436400000000,1393615953,0
243_245386411,1555426800000000,625088521,0
243_245386411,1541689200000000,1938438604,0
243_245386411,1573916400000000,83637545,0
243_245386411,1510844400000000,902753409,0
243_245386411,1539788400000000,211992147,0
243_245386411,1522162800000000,583178920,0
243_245386411,1413644400000000,693211959,0
243_245386411,1536505200000000,1895403386,0
243_245386411,1523977200000000,2011914366,0
243_245386411,1487257200000000,615774072,0
243_245386411,1533481200000000,24138677,0
243_245386411,1459350000000000,1977941564,0
243_245386411,1538319600000000,795775690,0
243_245386411,1554303600000000,1934424193,0
243_245386411,1573052400000000,1203022979,0
243_245386411,1559746800000000,183354406,0
243_245386411,1559833200000000,1417140494,0
243_245386411,1565190000000000,1832255355,0
243_245386411,1449500400000000,1625586347,0
243_245386411,1506351600000000,1173438780,0
243_245386411,1415113200000000,2117932686,0
243_245386411,1251903600000000,1172716014,0
243_245386411,1558450800000000,1838426355,0
243_245386411,1497625200000000,1685448568,0
243_245386411,1560351600000000,831000314,0
243_245386411,1546700400000000,1994143461,0
243_245386411,1546700400000000,1491894897,0
243_245386411,1482591600000000,174981083,0
243_245386411,1353596400000000,2099044017,0
243_245386411,1297436400000000,1547811032,0
243_245386411,1545577200000000,1720072513,0
243_245386411,1531580400000000,920859166,0
243_245386411,1465570800000000,1318505220,0
243_245386411,1395414000000000,1773944868,0
243_245386411,1440860400000000,202968316,0
243_245386411,1568386800000000,849668686,0
243_245386411,1502031600000000,117717443,0
243_245386411,1533999600000000,15307978,0
243_245386411,1499266800000000,149888344,0
243_245386411,1316617200000000,1140727816,0
243_245386411,1540652400000000,146316090,0
243_245386411,1361631600000000,1895167389,0
243_245386411,1568473200000000,1423314849,0
243_245386411,1528902000000000,887814593,0
243_245386411,1568559600000000,1285933977,0
243_245386411,1570374000000000,1494084149,0
243_245386411,1565881200000000,2111700021,0
243_245386411,1567436400000000,1251232505,0
243_245386411,1420383600000000,1867686441,0
243_245386411,1565794800000000,938744449,0
243_245386411,1240066800000000,776817954,0
243_245386411,1547218800000000,811106744,0
243_245386411,1547391600000000,989956479,0
243_245386411,1368889200000000,499950630,0
243_245386411,1499526000000000,1322359657,0
243_245386411,1493823600000000,73254846,0
243_245386411,1567004400000000,711320119,0
243_245386411,1432998000000000,2007608374,0
243_245386411,1568991600000000,369611665,0
243_245386411,1568991600000000,417917785,0
243_245386411,1328799600000000,731332919,0
243_245386411,1475593200000000,1438936769,0
243_245386411,1553785200000000,1409004212,0
243_245386411,1524495600000000,1314050802,0
243_245386411,1568127600000000,1092170861,0
243_245386411,1554562800000000,274725976,0
243_245386411,1409238000000000,575197504,0
243_245386411,1553094000000000,1339273738,0
243_245386411,1570201200000000,187540389,0
243_245386411,1307026800000000,1170475172,0
243_245386411,1518015600000000,896475319,0
243_245386411,1374418800000000,905404580,0
243_245386411,1571238000000000,1309713184,0
243_245386411,1413817200000000,65830581,0
243_245386411,1507302000000000,71599579,0
243_245386411,1549551600000000,1532728609,0
243_245386411,1501340400000000,752572788,0
243_245386411,1542985200000000,2036508486,0
243_245386411,1556463600000000,1168981208,0
243_245386411,1543071600000000,1015539793,0
243_245386411,1572879600000000,892626202,0
243_245386411,1365433200000000,1275013351,0
243_245386411,1552230000000000,337314074,0
243_245386411,1560870000000000,1108039149,0
243_245386411,1378393200000000,870900038,0
243_245386411,1567263600000000,184147252,0
243_245386411,1524754800000000,1336420731,0
243_245386411,1574089200000000,1050867502,0
243_245386411,1568646000000000,1621854559,0
243_245386411,1537196400000000,397284309,0
243_245386411,1472223600000000,739574607,0
243_245386411,1538319600000000,785240035,0
243_245386411,1299769200000000,138306399,0
243_245386411,1495465200000000,96865288,0
243_245386411,1545836400000000,1238166297,0
243_245386411,1561820400000000,953107607,0
243_245386411,1417964400000000,190235170,0
243_245386411,1318518000000000,51101315,0
243_245386411,1565881200000000,992775130,0
243_245386411,1469977200000000,459482178,0
243_245386411,1568041200000000,38659643,0
243_245386411,1529161200000000,1027286826,0
243_245386411,1545490800000000,475249993,0
243_245386411,1569769200000000,1411932985,0
243_245386411,1569682800000000,1140430871,0
243_245386411,1498921200000000,1256806576,0
243_245386411,1262185200000000,574790161,0
243_245386411,1569596400000000,1469217737,0
243_245386411,1568473200000000,1188958603,0
243_245386411,1558018800000000,698133256,0
243_245386411,1537023600000000,1109622904,0
243_245386411,1511535600000000,337509625,0
243_245386411,1535295600000000,1459038473,0
243_245386411,1536418800000000,993293369,0
243_245386411,1267196400000000,1403032934,0
243_245386411,1519916400000000,1868914109,0
243_245386411,1482505200000000,1957019376,0
243_245386411,1561215600000000,486965279,0
243_245386411,1248015600000000,2034523899,0
243_245386411,1556463600000000,45207973,0
243_245386411,1542812400000000,594913654,0
243_245386411,1504364400000000,96591128,0
243_245386411,1453647600000000,1037521082,0
243_245386411,1511190000000000,347238032,0
243_245386411,1518274800000000,272530556,0
243_245386411,1555081200000000,594579220,0
243_245386411,1366383600000000,2073830279,0
243_245386411,1495292400000000,670827031,0
243_245386411,1560524400000000,1094627165,0
243_245386411,1544454000000000,992309406,0
243_245386411,1571151600000000,1517860139,0
243_245386411,1564498800000000,677696333,0
243_245386411,1537887600000000,784934449,0
243_245386411,1389625200000000,965121190,0
243_245386411,1527346800000000,1545984685,0
243_245386411,1546182000000000,395167539,0
243_245386411,1556031600000000,981876983,0
243_245386411,1510326000000000,35032559,0
243_245386411,1493218800000000,373158489,0
243_245386411,1563548400000000,1221795109,0
243_245386411,1531580400000000,228035257,0
243_245386411,1546614000000000,623742454,0
243_245386411,1529161200000000,820982507,0
243_245386411,1555772400000000,471031651,0
243_245386411,1553785200000000,1177018330,0
243_245386411,1420902000000000,1212351214,0
243_245386411,1545145200000000,725727419,0
243_245386411,1572015600000000,429393578,0
243_245386411,1553871600000000,1629105538,0
243_245386411,1537282800000000,1127333424,0
243_245386411,1571497200000000,466983810,0
243_245386411,1573311600000000,716154959,0
243_245386411,1508079600000000,1533343601,0
243_245386411,1527174000000000,1191985705,0
243_245386411,1518102000000000,306321254,0
243_245386411,1546873200000000,1961147937,0
243_245386411,1522335600000000,1655972870,0
243_245386411,1499612400000000,447899837,0
243_245386411,1454079600000000,1577192913,0
243_245386411,1562511600000000,727861082,0
243_245386411,1501426800000000,1927505527,0
243_245386411,1534604400000000,1091523506,0
243_245386411,1511881200000000,1094732450,0
243_245386411,1520694000000000,681200528,0
243_245386411,1564412400000000,1406696237,0
243_245386411,1551798000000000,1962297767,0
243_245386411,1471705200000000,560565850,0
243_245386411,1464706800000000,1696394747,0
243_245386411,1515855600000000,424504,0
243_245386411,1533394800000000,332527768,0
243_245386411,1532444400000000,1003412230,0
243_245386411,1452092400000000,60924092,0
243_245386411,1539615600000000,823672546,0
243_245386411,1515337200000000,1106002545,0
243_245386411,1502809200000000,248447628,0
243_245386411,1566054000000000,949389138,0
243_245386411,1446476400000000,1171546708,0
243_245386411,1570201200000000,75340801,0
243_245386411,1294671600000000,903383636,0
243_245386411,1569078000000000,902556500,0
243_245386411,1565967600000000,815593047,0
243_245386411,1571670000000000,771843019,0
243_245386411,1420297200000000,1049295917,0
243_245386411,1553958000000000,1887459401,0
243_245386411,1568559600000000,653557958,0
243_245386411,1567868400000000,649913869,0
243_245386411,1569855600000000,500656514,0
243_245386411,1442934000000000,1208288923,0
243_245386411,1517065200000000,1198265211,0
243_245386411,1341932400000000,476238509,0
243_245386411,1568559600000000,236590348,0
243_245386411,1570546800000000,1996087296,0
243_245386411,1566399600000000,67795316,0
243_245386411,1564671600000000,1087439460,0
243_245386411,1515078000000000,1603964380,0
243_245386411,1511276400000000,74974017,0
243_245386411,1571410800000000,959718932,0
243_245386411,1555945200000000,1751574336,0
243_245386411,1569423600000000,1443030336,0
243_245386411,1541343600000000,185876853,0
243_245386411,1523977200000000,2115461862,0
243_245386411,1567436400000000,644950072,0
243_245386411,1561042800000000,1207739340,0
243_245386411,1478617200000000,17041642,0
243_245386411,1504710000000000,536353549,0
243_245386411,1559574000000000,1468876586,0
243_245386411,1549983600000000,193240998,0
243_245386411,1485270000000000,1442249061,0
243_245386411,1559314800000000,1321368652,0
243_245386411,1549292400000000,707108719,0
243_245386411,1546268400000000,117227681,0
243_245386411,1561474800000000,2098556815,0
243_245386411,1565622000000000,2081098713,0
243_245386411,1363878000000000,1333929103,0
243_245386411,1413903600000000,81788921,0
243_245386411,1453561200000000,1425445649,0
243_245386411,1545577200000000,979620424,0
243_245386411,1566313200000000,514420722,0
243_245386411,1569682800000000,316929198,0
243_245386411,1569682800000000,1568666385,0
243_245386411,1544454000000000,125455276,0
243_245386411,1563634800000000,1652372991,0
243_245386411,1569423600000000,824711598,0
243_245386411,1546959600000000,1421622223,0
243_245386411,1573916400000000,2072818307,0
243_245386411,1537196400000000,654651991,0
243_245386411,1471273200000000,1299564036,0
243_245386411,1568732400000000,1112151343,0
243_245386411,1483282800000000,117079268,0
243_245386411,1530457200000000,304548353,0
243_245386411,1571670000000000,263373555,0
243_245386411,1549724400000000,101406015,0
243_245386411,1547046000000000,1546272524,0
243_245386411,1528470000000000,615280623,0
243_245386411,1383231600000000,217814269,0
243_245386411,1545663600000000,132753462,0
243_245386411,1447686000000000,661941342,0
243_245386411,1519311600000000,1671900358,0
243_245386411,1301065200000000,312529481,0
243_245386411,1551711600000000,79702169,0
243_245386411,1546786800000000,1017049979,0
243_245386411,1569164400000000,1810113242,0
243_245386411,1535468400000000,1958403865,0
243_245386411,1561906800000000,37590923,0
243_245386411,1567436400000000,1957118064,0
243_245386411,1522854000000000,758057380,0
243_245386411,1544713200000000,972458732,0
243_245386411,1514127600000000,1572487132,0
243_245386411,1533135600000000,1254157669,0
243_245386411,1550934000000000,1602363550,0
243_245386411,1570719600000000,1984803180,0
243_245386411,1563462000000000,1247783800,0
243_245386411,1489590000000000,1772825962,0
243_245386411,1530198000000000,823790002,0
243_245386411,1505919600000000,1180504901,0
243_245386411,1536246000000000,1977035133,0
243_245386411,1406905200000000,984302294,0
243_245386411,1549033200000000,1834289317,0
243_245386411,1547564400000000,1341157484,0
243_245386411,1564844400000000,1569706103,0
243_245386411,1568473200000000,1522581380,0
243_245386411,1507561200000000,1253733911,0
243_245386411,1459695600000000,951749445,0
243_245386411,1572793200000000,1124663701,0
243_245386411,1560956400000000,432142068,0
243_245386411,1489676400000000,1393007334,0
243_245386411,1517670000000000,220371218,0
243_245386411,1531580400000000,873636861,0
243_245386411,1538924400000000,2123127037,0
243_245386411,1374850800000000,2111302742,0
243_245386411,1524409200000000,1289850092,0
243_245386411,1522681200000000,586681910,0
243_245386411,1391871600000000,1257785974,0
243_245386411,1415977200000000,1733184642,0
243_245386411,1493823600000000,1244266030,0
243_245386411,1542466800000000,1328225951,0
243_245386411,1540220400000000,1244989872,0
243_245386411,1418742000000000,1268892066,0
243_245386411,1573138800000000,741236338,0
243_245386411,1484578800000000,605141301,0
243_245386411,1368630000000000,269715230,0
243_245386411,1553266800000000,1161149894,0
243_245386411,1561388400000000,1479645341,0
243_245386411,1523804400000000,306204573,0
243_245386411,1420383600000000,792516391,0
243_245386411,1573830000000000,1977511945,0
243_245386411,1547996400000000,1792277476,0
243_245386411,1574089200000000,1719949466,0
